,s1,s41,s42,s43,a0,a2,a301,a4,a501,a6,a7a,a7aa,a7b,a7c,a8a,a10,a10a,a11,a1299,a121,a122,a123,a124,a125,a126,a127,a128,a12a,a13,a14,a15,a16,a17,a18,a21,a281,a282,a283,a284,a285,a286,a3001,a3002,a3003,a3004,a3005,a3006,a3007,a3008,a3009,a3010,a3011,a3012,a311,a312,a313,a31a,a31b,a32,a35,a36,a431,a432,a433,a434,a58,a59a,a59c,a59e,a59f,a611,a612,a613,a614,a62,a63,a64,a65,a66,a6799,a6701,a6702,a6703,a6704,a6705,a6706,a6707,a6708,a67a,a681,a682,a68a,a69,a70,a71a,a71b,a72,a73,a74,a75a,a81,a82,a85,a89a,a89b,a89c,a89d,a90a,a90b,a90c,a90d,b1,b2,b3,b5,b6,b1001,b1002,b1003,b1004,b1005,b1006,b1007,b1008,b1009,b1010,b1011,b1012,b1013,b12,b161,b162,b163,b164,b165,b166,b167,b168,b169,a60k,b7,a371,a372,a373,a421,a422,a423,a425,a7b
1212,1,11,31,54,2015/7/18 16:18,1,1971,1,1,1,11, ,4,2000,50000,4,1999,150,0,0,1,0,0,0,0,0,0, ,175,162,3,5,3,2,2,4,2,4,4,4,3,1,5,3,1,5,3,3,5,1,5,5,1,3,3,4,3,3,2,3,4,5,8,4,9,1,3,25,1,2,1,1,1,2,100000,5,3,1,2,0,0,0,1,0,0,0,0,0, ,0,1,0,3,1992,1971,1992,12,1,2,40000,1,3,1,1936,3,4,1,1938,1,1,2,2,2,4,2,80000,3,3,-8,-8,4,4,3,4,3,4,-8,4,3,4,60,50,50,60,50,50,40,70,60, ,6,2,1,1,4,4,4,2,4
1213,1,11,29,52,2015/7/20 10:15,2,1938,1,1,1,3, ,4,1949,24000,1, ,95,0,0,1,0,0,0,0,0,0, ,160,130,4,4,4,2,1,4,4,3,5,1,1,1,5,2,2,5,4,4,2,1,5,4,5,4,3,3,2,2,1,2,5,5,4,6,2,5, , , , ,1,1,2,2,48000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,1,3,0,3,1956,1936,1956,3,1,2,36000,5, , ,-2,1,1,5,-2,1,1,-8,2,2,2,2,-2,3,3,3,3,4,3,3,3,2,2,-8,-8,1,4,80,70,60,70,80,70,70,80,90,1,3,2,97,97,2,2,2,4,4
1214,2,11,31,54,2015/7/17 15:54,1,1989,1,1,1,4, ,4,2005,12000,1, ,170,0,0,0,0,1,0,0,0,0, ,175,160,4,3,4,1,1,2,2,2,5,4,3,1,5,4,4,4,3,3,2,4,5,4,2,2,3,2,5,5,1,2,5,3,3,5,2,1,3,7,1,3,1,1,2,2,20000,5,2,1,2,0,1,0,0,0,0,0,0,0, ,0,1,1,3,2014,1990,2014,4,1,1,0,6, , ,1965,4,1,1,1967,4,1,15,2,3,4,2,100000,4,3,4,3,4,3,3,3,2,-8,-8,-8,1,5,80,80,-2,80,70,80,80,80,80, ,4,2,1,1,2,2,4,5,4
1215,1,11,29,52,2015/7/15 10:52,2,1962,1,1,1,6, ,4,1980,30000,1, ,40,0,1,0,0,0,0,0,0,0, ,150,102,5,3,5,5,2,5,2,1,5,2,2,1,4,2,2,5,1,1,4,2,5,1,2,4,4,1,2,2,2,2,5,4,3,4,6,5, , , , ,1,1,2,2,-3,3,3,1,2,0,1,0,0,0,0,0,0,0, ,0,1,1,3,1986,1962,1986,4,1,5,-2,1,3,1,1912,3,1,1,1922,3,1,15,3,1,4,2,50000,5,3,3,3,3,2,3,4,3,2,3,3,1,4,80,70,80,60,70,70,70,70,70, ,4,2,1,1,1,2,4,4,4
1216,1,11,31,54,2015/7/23 13:58,2,1981,1,1,4,10, ,4,2003,36000,1, ,92,0,0,1,0,0,0,0,0,0, ,168,110,5,4,4,2,1,2,2,2,4,4,3,1,3,2,2,2,2,2,3,2,4,4,1,3,2,3,3,2,3,2,4,5,3,6,4,1,3,12,1,3,1,1,1,1,70000,3,3,1,1,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2007,1979,2007,12,4,2,40000,1,3,1,1945,4,4,-8,1947,-8,1,2,2,1,3,2,60000,3,2,2,3,3,3,2,3,2,3,3,2,1,4,40,80,75,40,50,60,85,90,95, ,3,2,1,1,2,2,2,5,4
1217,1,11,29,52,2015/7/19 8:54,2,1955,1,1,1,1, , , ,20000,1, ,200,0,0,1,0,0,0,0,0,0, ,155,100,4,4,5,1,1,2,1,3,4,1,2,1,4,3,4,5,3,1,5,2,5,4,5,4,2,1,4,3,1,3,4,2,3,3,2,4, , , , ,1,1,2,2,20000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,0,1,0,3,-3,1954,-3,1,1,1,0,4, , ,-3,1,1,2,-3,1,1,2,2,2,4,3,100000,3,3,3,2,3,3,2,-8,3,3,3,3,1,3,60,60,50,50,50,60,60,60,60, ,3,4,3,1,4,4,3,3, 
1218,2,11,31,54,2015/7/22 14:42,1,1962,1,1,1,4, ,4,-2,20000,1, ,150,0,0,1,0,0,0,0,0,0, ,174,140,4,5,5,1,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,3,2,2,4,6,1,2,3,4,2,5,1,1,2,-1,1,4,1,1,2,2,20000,3,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1985,1964,1985,4,1,1,0,4, , ,1935,3,1,2,1936,3,1,2,2,1,4,3,50000,4,3,3,4,4,3,3,2,2,4,4,4,5,4,50,50,60,60,0,80,60,70,69, ,3,2,1,1,4,2,4,4,4
1219,1,11,29,52,2015/7/21 9:47,2,1969,1,1,1,6, ,4,1986,-3,1, ,80,0,0,0,0,1,0,0,0,0, ,114,112,4,4,4,5,2,4,2,3,4,2,2,1,5,3,1,2,3,4,4,2,4,4,4,2,3,1,5,6,1,3,4,5,5,5,5,1,2,22,1,4,1,2,2,2,-3,2,3,1,2,0,1,0,0,0,0,0,0,0, ,0,1,0,3,1994,1969,1994,5,1,5,-3,5, , ,1945,3,1,1,1948,3,1,1,2,2,4,3,80000,4,4,4,3,3,3,3,4,3,3,3,3,3,2,80,80,80,80,80,80,80,80,80, ,6,2,1,1,2,2,2,2,4
1220,2,11,30,53,2015/7/18 10:28,2,1984,1,1,1,4, ,4,2001,60000,1, ,120,0,0,1,0,0,0,0,0,0, ,165,120,5,5,5,1,1,1,1,1,5,5,3,1,5,2,5,5,5,3,1,1,5,3,1,4,4,1,1,4,1,5,5,6,5,9,3,2, , , , ,1,2,2,2,60000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,2,3,2004,1984,2004,6,1,1,0,5, , ,1958,1,1,2,1957,3,1,2,2,3,5,2,-2,5,4,4,3,5,-8,1,4,4,4,-8,-8,1,5,80,60,50,80,50,70,40,65,65, ,3,3,2,1,4,3,3,5,4
1221,2,11,30,53,2015/7/17 10:00,2,1982,1,1,1,4, ,2,1997,24000,1, ,100,0,0,1,0,0,0,0,0,0, ,150,130,3,4,3,1,1,2,2,2,5,5,1,1,4,4,3,4,3,3,1,2,5,4,1,3,3,2,2,3,2,4,4,4,2,5,5,1,3,3,1,3,1,1,2,2,40000,4,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,2,3,2011,1981,2011,4,1,1,16000,1,3,1,1955,3,1,1,1956,3,1,15,3,2,4,3,40000,5,4,4,4,5,4,3,5,4,4,4,4,1,4,90,100,30,40,70,70,0,20,30, ,6,2,1,1,2,2,4,4,2
1222,2,11,31,54,2015/7/16 11:40,1,1965,1,1,3,6, ,4,1985,10000,4,2005,150,0,1,0,0,0,0,0,0,0, ,175,160,4,3,3,2,2,4,4,4,5,1,2,1,5,4,2,3,3,3,2,3,5,5,5,2,4,3,3,4,1,4,4,5,5,6,6,1,3,15,1,2,1,1,2,1,45000,1,3,2,1,0,0,1,0,0,0,0,0,0, ,1,0,0,3,1988,1965,1988,12,1,2,20000,1,3,1,1919,3,1,13,1928,1,1,2,2,3,5,2,25000,5,5,5,5,5,4,4,5,5,5,-8,4,2,4,90,90,95,90,70,90,80,90,95, ,6,2,1,1,4,2,1,2,4
1223,1,11,30,53,2015/7/19 17:25,1,1958,1,1,1,4, ,4,1975,3450,1, ,28,0,1,0,0,0,0,0,0,0, ,170,150,5,5,5,1,1,4,4,1,5,1,1,1,5,4,2,5,4,5,1,1,5,5,5,1,4,1, , ,1,1,5,3,1,4,1,1,2,20,1,4,1,1,2,2,5500,2,2,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1983,1962,1983,6,1,1,2050,1,2,2,1933,3,1,2,1938,1,1,2,3,2,5,2,-2,3,2,3,3,5,-8,2,4,4,-8,-8,-8,1,5,90,80,90,80,70,90,90,90,90, ,5,2,1,1,5,5,3,5,4
1224,1,11,29,52,2015/7/15 18:19,1,1950,1,1,1,9, ,4,-2,50000,4,1972,100,0,1,0,0,0,0,0,0,0, ,175,160,1,2,3,5,4,4,1,4,4,4,1,1,5,3,1,5,4,4,4,1,5,5,1,1,2,3, , ,1,4,4,5,5,5,5,5, , , , ,1,-8,2,2,50000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,0,1,0,3,-2,1955,-2,12,4,5,50000,5, , ,-2,1,1,2,-2,1,1,2,2,2,3,2,100000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,80,80,75,80,80,70,85,70,70, ,6,-2,-2,-2,3,4,3,4,4
1225,1,11,30,53,2015/7/19 17:55,2,1980,1,1,1,11, ,4,2005,25000,2, ,100,0,0,1,0,0,0,0,0,0, ,164,120,4,4,3,1,1,2,2,2,4,4,1,1,4,4,4,4,3,3,1,3,5,4,1,3,3,2,2,3,2,3,4,5,6,6,4,1,3,16,1,3,1,1,2,2,65000,4,3,1,1,0,1,0,0,0,0,0,0,0, ,1,1,2,3,2003,1977,2003,9,1,2,40000,1,3,1,1954,6,1,9,1956,6,1,1,2,2,4,3,60000,3,4,4,4,5,5,3,5,2,4,4,4,1,3,55,80,80,70,70,80,80,70,60, ,3,2,1,1,4,2,3,5,4
1226,1,11,29,52,2015/7/17 15:25,1,1949,1,1,1,4, ,4,-2,36000,1, ,66,0,1,0,0,0,0,0,0,0, ,172,150,4,3,3,2,1,4,1,4,5,1,1,1,5,5,2,5,4,4,4,1,5,5,5,3,4,1,4,4,1,1,2,3,3,3,-8,5, , , , ,1,1,2,2,36000,1,3,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,7,-2, , , , , , , , , ,1920,1,1,2,1925,1,1,2,2,2,4,-8,60000,4,3,2,2,4,2,2,2,2,-8,-8,-8,1,2,70,60,60,70,60,70,60,60,80,1,6,1,97,97,4,3,4,2,4
1227,2,11,30,53,2015/7/16 10:19,1,1950,1,1,1,3, ,4,1961,4000,1, ,120,0,1,0,0,0,0,0,0,0, ,170,150,4,4,4,1,2,1,1,1,4,1,1,1,5,4,5,5,2,2,5,1,5,5,5,4,3,2,2,3,1,3,5,2,2,2,2,3, , , , ,1,1,2,2,4000,3,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1978,1955,1978,4,1,1,0,6, , ,1925,-8,1,2,1928,1,1,2,3,2,5,2,24000,2,2,3,3,5,-8,2,3,2,3,3,3,2,4,60,80,80,80,80,80,80,80,80, ,3,2,1,1,3,4,5,3,4
1228,1,11,29,52,2015/7/22 16:57,2,1989,1,1,1,13, ,4,2015,0,4,2015,24,0,0,0,0,0,0,0,0,1, ,165,110,5,4,5,5,4,4,4,3,4,5,1,1,4,3,1,5,3,3,1,2,5,4,1,3,4,4,2,3,1,3,4,-8,5,8,5,6, , , , ,1,2,2,2,-2,3,2,0,2,0,0,1,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1961,4,1,1,1967,7,1,1,2,-8,3,-8,50000,4,3,-8,-8,4,3,3,4,-8,3,-8,4,3,3,80,70,70,70,70,70,70,70,70, ,5,-2,-2,-2,1,1,1,1,4
1229,2,11,31,54,2015/7/19 11:05,2,1964,1,1,1,4, ,4,1978,2000,1, ,160,0,0,1,0,0,0,0,0,0, ,150,80,4,5,5,1,1,1,1,2,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,2,2,1,5,1,3,3,2,1,3,1,4, , , , ,1,1,2,2,3000,4,2,1,2,0,1,0,0,0,0,0,0,0, ,2,0,0,3,1982,1958,1982,1,1,1,-1,4, , ,-2,-8,1,2,-2,1,1,2,3,1,2,3,20000,4,4,4,2,4,2,2,4,2,-8,-8,-8,1,3,80,80,80,80,80,50,80,60,80, ,-8,97,97,97,4,4,4,4,4
1230,1,11,31,54,2015/7/23 15:19,1,1972,1,1,4,4, ,4,1984,25000,1, ,61,0,1,0,0,0,0,0,0,0, ,171,150,4,3,3,2,1,3,3,2,4,4,3,1,5,4,2,4,3,3,3,5,5,3,1,2,2,1,4,3,3,1,2,5,4,6,3,5, , , , ,1,1,2,2,25000,1,2,1,2,0,1,0,0,0,0,0,0,0, ,0,2,2,6,1987, , , , , , , , , ,-2,2,1,2,1949,1,1,2,2,3,4,3,100000,3,2,2,3,3,3,2,3,3,3,2,2,2,3,70,60,50,60,60,60,80,60,85,1,4,1,97,97,2,2,2,3,4
1231,2,11,30,53,2015/7/16 10:07,2,1982,1,1,1,5, ,4,2001,-1,1, ,120,0,0,0,1,0,0,0,0,0, ,155,100,4,4,3,1,1,2,2,2,3,3,3,1,4,4,4,4,3,1,2,2,5,5,2,3,3,2,1,3,2,4,4,4,3,6,4,5, , , , ,1,1,2,2,10000,5,3,1,2,0,1,0,0,0,0,0,0,0, ,2,0,2,3,2003,1977,2003,4,1,1,10000,1,3,1,1940,3,1,2,1940,3,1,16,2,2,4,-8,100000,5,5,4,4,5,5,3,5,4,4,4,4,1,3,50,50,60,60,60,60,60,60,50,3,-8,2,2,0,4,2,2,4,4
1232,1,11,31,54,2015/7/22 9:17,1,1966,1,1,1,11, ,4,1989,80000,4,1988,90,0,1,0,0,0,0,0,0,0, ,172,138,5,4,5,2,1,3,3,1,3,4,2,2,5,4,2,4,4,3,4,2,5,5,1,3,3,3,7,4,2,4,4,5,4,6,4,1,3,24,1,2,1,1,1,1,80000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,2,0,0,3,1992,1969,1992,6,1,2,0,5, , ,1944,4,1,1,1943,3,1,15,2,2,3,2,100000,4,3,-8,-8,5,5,3,4,3,4,-8,4,1,3,70,60,60,60,50,60,60,60,70, ,6,2,1,1,4,2,2,4,4
1233,1,11,30,53,2015/7/20 16:27,1,1990,1,1,1,4, ,4,2005,24000,1, ,55,0,0,0,0,0,0,0,0,1, ,170,110,4,5,5,2,1,2,2,1,4,4,1,1,4,3,3,5,3,3,5,3,5,5,1,3,3,3,3,3,2,4,4,5,3,5,3,1,3,10,1,3,1,2,2,1,24000,4,2,1,2,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2013,1991,2013,4,1,1,0,6, , ,-3,-8,1,1,1967,3,1,15,3,3,4,2,50000,4,4,4,4,4,4,4,4,4,4,4,4,2,4,80,80,80,80,80,80,80,80,80, ,6,2,1,1,4,4,4,4,4
1234,1,11,30,53,2015/7/22 17:27,1,1992,1,1,1,12, ,4,2015,1000,2, ,160,0,0,0,0,1,0,0,0,0, ,180,150,5,5,4,1,1,4,3,2,4,5,1,2,4,4,2,5,4,3,1,2,3,5,1,2,4,5,5,3,2,4,2,4,4,7,3,6, , , , ,1,2,2,2,50000,5,3,1,2,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1966,3,1,2,1967,1,1,15,2,2,3,-8,100000,5,5,5,5,5,5,3,5,4,3,3,4,1,3,90,90,70,80,60,70,70,80,80, ,3,2,1,1,2,1,4,5,4
1235,1,11,29,52,2015/7/19 11:00,2,1970,1,1,1,4, ,4,-2,0,1, ,160,0,0,1,0,0,0,0,0,0, ,160,130,3,4,4,1,2,3,3,3,3,3,3,2,5,3,3,3,4,4,4,2,3,3,3,2,2,1,5,3,2,2,3,5,5,4,4,6, , , , ,1,1,2,2,0,4,2,1,2,0,1,0,0,0,0,0,0,0, ,0,0, ,3,1994,1967,1994,4,1,1,0,6, , ,-2,4,1,2,-2,4,1,2,3,2,4,-8,-2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,80,80,80,80,80,80,80,80,80, ,4,2,1,1,2,2,3,3,4
1236,1,11,29,52,2015/7/17 16:22,2,1982,1,1,1,13, ,4,2006,100000,4,2004,120,0,1,0,0,0,0,0,0,0, ,168,108,4,4,4,5,4,2,2,3,4,5,1,2,3,3,1,4,4,3,1,2,5,4,1,4,3,3,6,2,3,3,5,4,4,4,4,1,3,3,1,3,1,1,2,2,200000,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2008,1981,2008,13,1,5,100000,1,3,1,1960,4,1,5,1961,4,1,15,2,2,4,2,300000,3,2,3,2,4,4,3,4,2,2,3,3,1,4,90,90,70,70,70,78,89,89,78, ,6,3,1,2,2,2,4,4,4
1237,2,11,31,54,2015/7/16 15:12,1,1997,1,1,2,6, ,1,-1,0,2, ,300,0,0,0,0,0,0,0,1,0, ,170,140,5,5,5,1,1,2,2,1,2,1,3,4,4,4,4,4,3,3,3,3,5,3,5,3,2,1,3,3,1,1,4,5,3,6,2,6, , , , ,1,1,2,2,30000,5,3,0,1,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1974,3,1,9,1976,6,1,9,2,2,3,-8,0,3,3,3,3,4,3,3,3,3,3,3,3,3,4,80,50,80,60,60,70,80,60,60, ,3,2,1,1,2,2,3,2,1
1238,1,11,29,52,2015/7/15 15:38,1,1957,1,1,1,3, ,2, ,20400,1, ,20,0,0,0,0,0,0,0,0,1, ,178,160,4,4,3,1,3,4,1,1,5,1,1,1,5,5,2,5,5,5,4,1,5,5,5,1,3,1, , ,1,1,4,6,6,7,7,1,3,3,1,3,1,1,1,1,40800,3,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,-2,1957,-2,6,1,1,20400,1,3,1,-2,-8,1,2,1940,1,1,2,2,2,4,3,100000,3,-8,3,3,3,3,3,3,3,3,-8,-8,1,3,-2,80,-2,-2,-2,-2,-2,-2,-2, ,6,2,1,1,2,2,2,4,2
1239,1,11,30,53,2015/7/16 18:41,1,1967,1,0,4,11, ,4,1990,30000,1, ,80,0,1,0,0,0,0,0,0,0, ,170,130,4,4,3,5,1,2,2,2,4,5,1,1,5,4,2,4,3,3,1,2,5,5,1,3,3,2,2,4,2,4,4,5,4,5,4,1,3,28,1,3,1,1,2,2,50000,2,3,1,2,0,0,1,0,0,0,0,0,0, ,1,1,0,3,1988,1968,1988,6,1,4,20000,1,3,1,1940,4,1,16,1938,6,1,1,2,1,4,2,50000,5,4,4,4,5,5,3,5,4,4,4,4,1,4,80,80,60,60,50,70,75,60,60, ,5,2,1,1,4,2,4,5,4
1240,1,11,31,54,2015/7/23 8:46,2,1970,1,1,1,6, ,4,1988,10000,1, ,110,0,0,1,0,0,0,0,0,0, ,167,135,5,5,4,2,1,2,2,1,4,3,3,1,5,3,3,5,4,4,3,2,5,5,3,2,3,2,6,6,2,4,4,5,4,5,3,1,3,14,2,3,1,1,2,2,60000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1993,1968,1993,6,1,2,50000,1,3,1,1947,4,1,2,1949,4,1,15,2,1,4,2,30000,4,-8,-8,-8,5,4,3,4,3,3,-8,4,1,3,80,60,60,70,50,60,70,60,70, ,5,2,1,1,4,4,3,3,4
1241,1,11,29,52,2015/7/23 10:55,1,1980,1,1,1,1, , , ,70000,1, ,89,0,1,0,0,0,0,0,0,0, ,180,120,1,1,1,2,1,2,2,2,3,4,2,2,5,4,4,5,4,3,4,4,5,5,1,2,3,2,5,7,2,2,3,4,4,5,4,5, , , , ,2,2,2,2,70000,4,3,1,2,0,1,0,0,0,0,0,0,0, ,2,0,2,3,2001,1982,2001,1,1,2,0,5, , ,-3,1,1,16,-3,1,1,2,2,2,4,2,100000,2,2,2,2,4,4,3,4,2,2,-8,2,1,4,90,80,80,80,70,79,80,90,90, ,6,2,1,1,4,4,4,2, 
1242,2,11,30,53,2015/7/16 10:57,2,1974,1,1,1,4, ,4,1990,12000,1, ,120,0,1,0,0,0,0,0,0,0, ,160,100,4,4,3,1,1,2,2,2,5,4,1,1,5,4,4,4,4,3,1,1,5,4,1,4,4,2,1,5,2,4,4,5,5,6,5,1,3,3,1,3,1,1,2,2,40000,4,3,1,2,0,1,0,0,0,0,0,0,0, ,2,0,2,3,1994,1973,1994,4,1,1,28000,1,3,1,1940,4,1,2,1937,3,1,2,3,2,4,3,20000,5,4,4,4,5,5,3,5,4,4,4,4,1,3,90,80,90,90,80,80,80,90,80, ,5,2,2,0,4,2,3,4,4
1243,1,11,30,53,2015/7/15 18:08,1,1952,1,1,1,4, ,4,1969,25000,4,1993,84,0,1,0,0,0,0,0,0,0, ,170,130,3,4,4,5,2,2,2,2,5,2,2,1,5,4,3,3,3,3,1,1,5,5,1,2,5,3,7,7,1,4,4,3,2,6,2,5, , , , ,1,1,2,2,50000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1977,1957,1977,4,2,5,25000,5, , ,1927,2,4,1,1926,1,1,16,2,2,4,-8,35000,5,4,4,3,5,5,2,5,4,4,-8,4,1,3,50,50,50,50,50,70,70,70,70,2,3,2,1,1,4,2,2,4,4
1244,1,11,30,53,2015/7/21 18:28,2,1988,1,1,1,10, ,4,2011,24000,2, ,100,0,0,1,0,0,0,0,0,0, ,164,120,4,4,4,2,1,3,3,1,4,5,1,1,4,3,1,3,4,3,2,2,5,5,1,3,3,5,5,4,2,4,5,5,4,7,4,1,3,4,1,3,1,1,2,2,70000,4,4,1,2,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2011,1985,2011,10,2,2,40000,1,3,1,1955,6,1,1,1958,4,1,1,2,1,4,2,50000,3,3,3,3,5,4,2,4,2,3,3,3,1,2,85,80,70,75,80,80,70,80,80, ,6,2,1,1,4,3,3,4,4
1245,1,11,31,54,2015/7/19 15:40,2,1977,1,1,1,10, ,4,2000,50000,1, ,120,0,0,1,0,0,0,0,0,0, ,161,135,4,4,4,2,1,3,3,2,4,4,3,2,4,3,3,4,4,4,3,2,5,5,1,2,3,4,7,3,2,4,4,5,4,6,4,1,3,11,1,2,1,1,1,1,180000,3,3,1,2,0,1,0,0,0,0,0,0,0, ,0,1,1,3,2002,1975,2002,12,4,2,130000,1,3,1,1955,4,1,2,1955,3,1,15,2,1,4,2,100000,3,4,4,4,5,4,3,5,4,3,-8,3,2,2,70,60,60,60,50,50,60,60,70, ,6,2,1,1,2,2,2,4,4
1246,1,11,31,54,2015/7/21 17:06,1,1970,1,1,1,10, ,4,1991,80000,4,2004,90,0,1,0,0,0,0,0,0,0, ,178,130,5,4,4,2,1,3,2,1,3,4,1,3,5,4,3,4,4,3,4,2,5,5,1,2,3,3,7,4,2,3,4,5,5,6,4,1,3,21,1,2,1,1,1,1,100000,3,3,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1995,1973,1995,10,1,2,20000,1,3,1,1948,4,1,1,1951,4,1,15,2,2,4,2,100000,4,4,-8,-8,5,5,3,4,3,3,-8,3,2,3,70,60,60,60,50,50,60,60,70, ,5,2,1,1,4,3,3,4,4
1247,1,11,29,52,2015/7/16 17:20,2,1984,1,1,1,12, ,4,2007,50000,1, ,42,0,1,0,0,0,0,0,0,0, ,160,110,4,4,3,5,2,2,3,1,2,5,5,2,4,3,3,4,3,3,2,2,5,5,1,2,4,2,6,5,2,2,4,2,2,5,1,1,3,10,1,3,1,1,2,2,200000,4,3,1,2,0,0,1,0,0,0,0,0,0, ,0,0, ,3,2003,1971,2003,4,4,5,150000,1,3,1,-2,3,1,1,-2,-8,1,1,2,1,4,3,100000,4,4,4,2,4,4,3,4,3,3,-8,3,2,3,50,40,30,50,60,60,80,70,90, ,4,1,1,0,4,4,4,4,4
1248,1,11,29,52,2015/7/18 9:41,2,1953,1,1,1,3, ,4,-2,20000,1, ,150,0,1,0,0,0,0,0,0,0, ,158,110,2,2,4,1,1,1,1,4,3,1,1,2,5,4,5,5,3,2,5,4,5,5,5,4,3,1,1,1,1,3,3,4,3,4,4,4, , , , ,1,1,2,2,20000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,2,1,0,3,-3,1950,-3,3,1,7,0,4, , ,-2,1,1,2,-2,1,1,2,2,2,4,3,100000,4,3,4,4,4,3,3,-8,4,4,3,3,3,4,60,60,60,60,60,70,70,60,60, ,3,4,3,1,4,4,3,2,4
1249,1,11,29,52,2015/7/20 17:57,2,1976,1,1,1,4, ,4,1990,-3,1, ,105,0,0,0,0,0,0,0,0,1, ,162,100,5,5,5,1,3,3,3,3,4,5,1,5,4,3,1,4,5,5,5,4,5,4,2,4,4,4,2,2,4,4,5,5,3,8,3,5, , , , ,2,2,2,2,-3,4,2,0,2,0,1,0,0,0,0,0,0,0, ,1,1,1,3,1999,1976,1999,4,1,1,-3,1,3,1,1943,3,1,2,1943,3,1,2,2,1,4,-8,5000000,3,2,4,2,5,5,3,5,3,2,2,2,1,4,50,30,50,60,60,60,70,80,40,3,6,2,1,1,1,1,5,5,4
1250,1,11,29,52,2015/7/16 17:23,2,1976,1,1,1,4, ,4,-2,0,1, ,126,0,0,1,0,0,0,0,0,0, ,161,120,5,4,4,2,1,1,1,1,5,5,1,1,4,2,4,5,3,5,4,1,5,4,1,3,4,2,4,4,6,5,4,7,3,7,3,1,-8,-1,-8,-8,2,2,2,2,100000,3,3,1,1,0,1,0,0,0,0,0,0,0, ,0,1,1,3,2002,1971,2002,4,1,2,100000,1,5,1,1946,1,1,1,1954,1,1,2,2,2,4,-8,36000,4,2,-8,-8,2,2,2,2,2,2,-8,-8,1,2,60,40,50,50,50,50,-2,60,60, ,3,2,97,97,2,1,4,2,4
1251,2,11,31,54,2015/7/22 13:33,2,1977,1,1,1,4, ,4,1992,20000,1, ,40,0,1,0,0,0,0,0,0,0, ,166,140,4,5,5,1,1,2,1,3,4,4,1,1,5,5,5,5,5,5,5,4,4,4,5,2,3,2,6,6,1,4,4,2,1,3,1,1,5,7,1,3,1,1,2,2,30000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,0,1,0,3,2000,1977,2000,4,1,1,10000,4, , ,-2,3,1,2,-2,3,1,2,3,1,4,2,50000,4,4,5,3,3,3,3,2,2,2,2,2,1,4,90,70,70,50,60,60,60,70,80, ,3,1,0,1,3,4,4,3,4
1252,1,11,29,52,2015/7/19 10:36,1,1954,1,1,1,3, ,2, ,30000,1, ,500,0,1,0,0,0,0,0,0,0, ,180,160,4,3,5,4,1,2,2,3,4,1,1,1,4,4,3,4,4,3,5,5,5,5,5,3,3,1,3,3,3,4,4,5,5,5,3,3, , , , ,1,1,2,2,50000,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1974,1950,1974,1,1,4,0,4, , ,-2,2,1,2,-2,1,1,2,2,2,4,2,120000,4,4,3,3,4,4,3,3,3,3,3,3,3,5,60,60,50,50,50,60,60,60,60, ,5,2,1,1,2,2,3,4,2
1253,1,11,30,53,2015/7/19 17:47,1,1991,1,1,1,12, ,4,2013,30000,3, ,130,0,0,0,0,1,0,0,0,0, ,180,140,5,4,5,2,1,2,1,1,5,5,1,1,3,3,4,4,4,3,3,2,4,5,1,4,3,3,2,2,1,4,5,8,6,8,5,1,3,2,1,3,1,1,2,2,50000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,0,0, ,3,2014,1991,2014,12,2,2,20000,5, , ,1979,4,1,1,1964,3,1,1,2,1,5,2,80000,5,5,4,4,5,5,3,5,3,3,3,2,1,4,90,80,80,80,60,80,70,80,80, ,3,2,1,1,1,1,2,4,4
